Row#,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds,output
234,12.5,0.25,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.538703555,0.449545727,36.09379556,7443.62446
676,25,0.5,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.587319779,0.48651762,40.4613306,7162.43364
64,25,0.25,0.25,0.38,0.38,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.437609121,0.436258462,34.8789274,3631.90544
707,25,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.564904359,0.460322355,37.96686445,6554.97686
597,25,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.517868887,0.460795368,37.69400303,6320.96112
77,12.5,0.25,0.25,0.25,0.38,94.6,57.2,79,68.2,33,55.9,16,0.26,0.511750776,0.45230956,36.83081961,5914.16491
269,12.5,0.25,0.25,0.63,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.47973321,0.438276914,34.13758465,6093.31527
249,12.5,0.25,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.451103585,0.407126353,33.48611213,5496.08506
547,25,0.5,0.25,0.5,0.63,86,52,71.9,62,30,50.8,16,0.26,0.520587192,0.45968428,37.4186977,6376.66256
751,25,0.5,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.454737417,0.406618165,33.55813441,5755.70016
91,12.5,0.25,0.25,0.25,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.608455265,0.504233755,42.12881916,7829.47294
440,12.5,0.25,0.38,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.575902218,0.486889324,39.77346165,7198.42285
434,12.5,0.25,0.38,0.5,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.467569149,0.433195442,34.89995717,5665.2196
239,12.5,0.25,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.603545036,0.494895461,41.13589278,7714.3231
567,25,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.599953146,0.497978979,41.2557857,7858.68558
474,25,0.5,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.427977027,0.419720202,32.88039453,4789.59697
30,25,0.25,0.25,0.25,0.38,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.410652063,0.391441876,31.6656798,3813.16579
90,37.5,0.25,0.25,0.25,0.25,86,52,71.9,62,30,50.8,16,0.26,0.283055065,0.352186419,26.48732245,2825.00374
759,25,0.5,0.38,0.5,0.63,86,52,71.9,62,30,62,24,0.39,0.482854142,0.439040667,34.97131513,5739.92493
283,12.5,0.25,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.627857666,0.508336663,43.28816181,8086.38881
285,12.5,0.25,0.25,0.63,0.63,86,52,71.9,62,30,50.8,24,0.39,0.518776342,0.437922725,34.18362679,6318.70872
659,25,0.25,0.38,0.38,0.5,94.6,57.2,79,68.2,33,55.9,1,0.1,0.570329618,0.469978321,37.7247238,6771.72291
456,12.5,0.25,0.25,0.63,0.5,94.6,57.2,79,68.2,33,55.9,1,0.1,0.383581787,0.39604355,30.79125626,3822.98167
129,12.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.563746659,0.46618285,39.3680133,7234.25525
527,25,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.483872542,0.42403139,33.23244939,5830.48855
443,12.5,0.25,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.601161249,0.496997462,41.33629767,8655.67644
501,25,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.603524723,0.500647106,41.05919357,7738.88171
741,25,0.5,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.439101795,0.398255665,31.88184658,5876.96001
619,25,0.5,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.477961423,0.438026493,34.87061011,5647.71226
311,12.5,0.25,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.547743879,0.423927032,36.94898618,6514.63899
597,25,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.502979625,0.409260571,36.97636061,6569.24967
340,12.5,0.25,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.476054066,0.436777234,34.66515546,5524.14541
719,25,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.464411249,0.413096652,33.79678871,5333.97357
687,25,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.564981991,0.474776543,39.98873363,6992.82314
281,12.5,0.25,0.25,0.63,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.54259037,0.476308423,38.46148253,6746.4546
581,25,0.5,0.25,0.63,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.462013355,0.425245072,32.15868546,5645.14663
613,25,0.5,0.25,0.75,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.50831235,0.453028369,36.88084855,6115.94707
758,25,0.5,0.38,0.63,0.5,86,52,71.9,62,30,50.8,34,0.56,0.371183688,0.395636151,30.88504716,4336.10096
57,12.5,0.25,0.25,0.25,0.25,94.6,57.2,79,68.2,33,55.9,16,0.26,0.543966758,0.461179325,37.09688443,6451.10052
517,25,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.525063322,0.456826317,36.6742427,6941.82413
526,25,0.5,0.25,0.5,0.63,86,52,71.9,62,30,50.8,16,0.26,0.480072982,0.448887241,35.59821657,5739.92493
543,25,0.5,0.25,0.5,0.5,86,52,71.9,62,30,50.8,24,0.39,0.362183686,0.392485006,29.37060684,3626.36653
717,25,0.5,0.38,0.5,0.63,86,52,71.9,62,30,50.8,16,0.26,0.533820778,0.460305334,36.35683231,6361.48951
597,25,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.337022711,0.370480992,27.62154773,3496.35236
638,25,0.5,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.420206355,0.394461774,29.80324762,4667.72494
286,12.5,0.25,0.25,0.63,0.63,86,52,71.9,62,30,50.8,34,0.56,0.583697575,0.482859526,40.82972076,7357.3589
517,25,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.482854142,0.423013398,33.12546719,5750.88107
447,25,0.5,0.25,0.5,0.63,86,52,71.9,62,30,50.8,24,0.39,0.402052391,0.401378632,30.79374092,4644.60117
586,25,0.5,0.25,0.63,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.506260198,0.452074913,36.68258785,6331.86722
532,25,0.5,0.25,0.5,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.476911433,0.436345708,34.89511705,5750.88107
218,12.5,0.25,0.25,0.5,0.5,94.6,57.2,79,68.2,33,55.9,1,0.1,0.551234401,0.468763134,38.143078,6735.24371
14,37.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.335529768,0.372179064,28.80786754,3396.72989
177,12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.532704207,0.451986086,36.3863589,6643.9019
575,25,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.566645314,0.436345708,36.16966007,6808.26361
725,25,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.535877448,0.467219599,39.47432437,7044.56761
484,25,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.525575161,0.460369104,37.67361372,6255.89064
307,12.5,0.25,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.582848693,0.484307576,40.56148952,7163.9441
729,25,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.517169415,0.438095887,35.50118221,5729.71505
429,12.5,0.25,0.38,0.5,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.633144179,0.532772006,45.18941173,7945.18784
746,12.5,0.25,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.528899809,0.463982188,37.7513957,6528.79888
263,12.5,0.25,0.25,0.63,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.579981861,0.484771683,39.22848885,7236.09025
165,12.5,0.25,0.25,0.38,0.5,86,52,71.9,62,30,50.8,16,0.26,0.567975637,0.463058596,38.54027918,6994.24801
656,25,0.5,0.38,0.38,0.5,86,52,71.9,62,30,50.8,24,0.39,0.621810512,0.511298321,43.93700206,8166.59786
437,12.5,0.25,0.38,0.5,0.63,86,52,71.9,62,30,50.8,24,0.39,0.482854142,0.438514042,35.48354994,5932.23909
345,12.5,0.25,0.25,0.75,0.75,86,52,71.9,62,30,50.8,16,0.26,0.574708327,0.486003684,39.7940564,7381.97333
516,25,0.5,0.25,0.5,0.63,86,52,71.9,62,30,50.8,34,0.56,0.398218446,0.409033913,31.10161493,4282.70063
636,25,0.5,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.407564155,0.388821721,31.10161493,4574.81387
585,25,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.532426131,0.449306369,37.4186977,6515.30587
498,25,0.5,0.25,0.38,0.75,86,52,71.9,62,30,50.8,16,0.26,0.571610169,0.482227496,40.55976952,7103.50894
281,12.5,0.25,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.574708327,0.486889324,39.98873363,7019.69438
161,12.5,0.25,0.25,0.38,0.38,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.53255682,0.431072001,37.75813832,7005.0386
496,25,0.5,0.25,0.38,0.75,94.6,57.2,79,68.2,33,55.9,34,0.56,0.575237945,0.485791513,39.98873363,7207.4203
372,12.5,0.25,0.38,0.38,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.546003143,0.455560504,38.6254357,6683.20061
558,25,0.5,0.25,0.63,0.75,94.6,57.2,79,68.2,33,55.9,34,0.56,0.402052391,0.39617025,30.15219795,4574.81387
391,12.5,0.25,0.38,0.38,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.483872542,0.444967734,34.0390339,5128.16351
471,25,0.5,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.39936701,0.404796043,31.11060535,4340.82151
458,25,0.5,0.25,0.38,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.323727288,0.376880162,28.41793063,3385.148
507,25,0.5,0.25,0.5,0.5,86,52,71.9,62,30,50.8,34,0.56,0.393394771,0.403128905,31.0382623,4694.60819
769,20,0.537,0.117,0.409,0.058,77.4,46.8,64.7,55.8,27,45.8,3.77,0.06,0.552926828,0.477778535,38.3177098,7064.16978
717,25,0.5,0.38,0.5,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.387861179,0.399172403,29.83315835,4179.18592
583,25,0.5,0.25,0.63,0.5,86,52,71.9,62,30,50.8,16,0.26,0.482854142,0.44959908,35.62231346,5674.02852
223,12.5,0.25,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.517721232,0.454160581,36.69768447,6306.55062
594,25,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.391964935,0.391582692,30.55589844,3943.13168
723,25,0.5,0.38,0.5,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.627857666,0.527895672,45.61979691,8413.65966
546,25,0.5,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.473458531,0.41985155,35.17991165,5495.36535
686,25,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.638787728,0.504056677,42.40950749,7835.76779
722,25,0.5,0.38,0.5,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.595273348,0.493757519,41.72079694,7924.51678
537,25,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.447780771,0.426437069,33.3649925,5016.74159
693,25,0.5,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.53255682,0.445308404,36.31013579,6645.56998
305,12.5,0.25,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.586303901,0.488005014,40.03764422,7897.9319
592,25,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.379906235,0.381851426,29.90851804,3804.61017
135,12.5,0.25,0.25,0.38,0.25,86,52,71.9,62,30,50.8,24,0.39,0.380852104,0.391441876,30.74824045,3911.42225
178,12.5,0.25,0.25,0.38,0.5,86,52,71.9,62,30,50.8,24,0.39,0.41545835,0.430330293,32.81579359,4580.393
471,25,0.5,0.25,0.38,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.384633032,0.402105764,31.78225878,3822.98167
349,12.5,0.25,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.488308859,0.423927032,30.49966552,5675.72149
495,12.5,0.25,0.38,0.5,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.523070143,0.453001484,37.02918026,6500.09778
305,12.5,0.25,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.384610827,0.378833119,29.3286186,4162.76156
155,12.5,0.25,0.25,0.38,0.38,86,52,71.9,62,30,50.8,24,0.39,0.605758307,0.500029301,41.43220995,7713.4796
431,12.5,0.25,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.461465413,0.432109831,34.0430221,4952.01304
711,25,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.468832886,0.411271911,34.76957798,5741.31418
730,25,0.5,0.38,0.5,0.75,86,52,71.9,62,30,50.8,1,0.1,0.451103585,0.417915449,33.44212024,4850.03746
298,12.5,0.25,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.53513718,0.420093742,36.95787336,6960.10751
563,25,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.41985138,0.40383899,32.9240208,4808.60902
153,12.5,0.25,0.25,0.38,0.38,94.6,57.2,79,68.2,33,55.9,24,0.39,0.448841436,0.425220363,33.60574758,5016.74159
524,25,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.372318474,0.388145286,29.38856018,3866.79896
717,25,0.5,0.38,0.5,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.62818447,0.511834352,43.93700206,8671.71681
709,25,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.502621602,0.451546571,36.31159312,5663.06579
589,25,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.482854142,0.445382693,35.59821657,5597.02216
531,25,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.426228043,0.433844688,33.22890035,4323.93099
543,25,0.5,0.25,0.5,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.529070993,0.460322355,37.23938598,6327.47736
687,25,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.569329938,0.442789316,36.04045222,6862.90839
585,25,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.426228043,0.373748945,30.057704,5009.96222
223,12.5,0.25,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.560709036,0.47653588,38.6254357,7293.53617
425,12.5,0.25,0.38,0.5,0.63,86,52,71.9,62,30,50.8,34,0.56,0.480386371,0.440785841,35.82485206,5632.45917
556,25,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.391964935,0.391617371,31.67018669,4218.32799
488,12.5,0.25,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.645475445,0.513728593,45.07802445,8562.37077
595,25,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.451291733,0.401275192,33.55813441,5399.86113
183,12.5,0.25,0.25,0.38,0.63,86,52,71.9,62,30,50.8,16,0.26,0.603371908,0.500647106,42.79905453,8064.73881
605,25,0.5,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.463097152,0.412661872,34.30007912,5498.46022
678,25,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.606599706,0.459101737,42.93997745,7933.30235
472,12.5,0.25,0.25,0.38,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.573428227,0.499370198,39.15823782,7183.10038
465,25,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.58249065,0.481173502,40.39944387,7290.10652
244,12.5,0.25,0.25,0.5,0.63,86,52,71.9,62,30,50.8,1,0.1,0.612633396,0.502062222,43.84410679,8134.72655
663,25,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.477961423,0.431142084,35.27931173,5741.31418
735,25,0.5,0.38,0.5,0.63,86,52,71.9,62,30,50.8,1,0.1,0.56581933,0.488638858,39.77346165,6757.07366
745,25,0.537,0.117,0.409,0.058,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.376670148,0.395435754,29.94364365,3494.94296
323,12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.612974151,0.508131009,43.84410679,7858.68558
1,37.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.402621602,0.406969398,30.22351864,5018.45303
582,25,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.561962455,0.474952374,39.18675925,6922.84679
300,12.5,0.25,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.508675267,0.450498441,36.6742427,5501.87808
321,12.5,0.25,0.25,0.75,0.5,86,52,71.9,62,30,50.8,16,0.26,0.547743879,0.463821541,38.70734774,7103.50894
535,25,0.5,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.525947983,0.43226586,35.11807556,6979.32479
544,25,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.551775489,0.470852882,38.62163873,7080.04004
483,25,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.53513718,0.442248924,37.52274536,7230.1325
625,25,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.478526493,0.437354261,34.8499528,6500.09778
583,25,0.5,0.25,0.63,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.444908279,0.419747673,32.79766623,4813.45285
260,12.5,0.25,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.58492102,0.482859526,40.54647951,7443.62446
143,12.5,0.25,0.25,0.38,0.38,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.450102564,0.420400914,33.60534043,5085.84473
704,25,0.5,0.38,0.5,0.5,86,52,71.9,62,30,50.8,34,0.56,0.435969213,0.415971082,32.33415267,4667.72494
634,25,0.5,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.38581266,0.394606103,31.85521692,3941.25512
213,12.5,0.25,0.25,0.5,0.5,86,52,71.9,62,30,50.8,16,0.26,0.560709036,0.475184735,38.69800786,7163.9441
615,25,0.5,0.25,0.75,0.5,86,52,71.9,62,30,50.8,1,0.1,0.528899809,0.460796109,37.25124178,6543.97182
334,12.5,0.25,0.25,0.75,0.75,86,52,71.9,62,30,50.8,34,0.56,0.464365879,0.428903862,33.221987,5192.88315
238,12.5,0.25,0.25,0.5,0.63,94.6,57.2,79,68.2,33,55.9,34,0.56,0.579179402,0.484349504,40.64163782,7117.95038
287,12.5,0.25,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.582604099,0.485989695,40.55501923,7150.9817
645,25,0.5,0.25,0.75,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.424778393,0.414710939,31.44866804,4568.67217
711,25,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.570329618,0.466640196,37.67361372,6887.46649
495,25,0.5,0.25,0.38,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.575237945,0.48651762,40.0282126,7207.4203
50,25,0.25,0.25,0.25,0.38,94.6,57.2,79,68.2,33,55.9,24,0.39,0.407072571,0.409269062,29.73999168,4234.86859
569,25,0.5,0.25,0.63,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.404225284,0.395502524,31.78225878,4247.50893
449,12.5,0.25,0.25,0.38,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.565085745,0.486003684,39.98873363,7440.71201
155,12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.629606256,0.521522083,44.56159301,7588.36096
499,25,0.5,0.25,0.38,0.75,86,52,71.9,62,30,50.8,16,0.26,0.517993775,0.463982188,37.44734554,6335.29639
461,25,0.5,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.483805569,0.444703745,35.37114225,5313.37828
283,12.5,0.25,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.576469662,0.496788174,40.65549833,7400.77538
659,25,0.5,0.38,0.38,0.5,86,52,71.9,62,30,50.8,24,0.39,0.56774508,0.471189418,39.15823782,6757.07366
452,25,0.5,0.25,0.63,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.396762494,0.398804938,31.79835142,4247.50893
397,12.5,0.25,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.483249032,0.438630573,34.02922281,5636.30874
372,12.5,0.25,0.38,0.38,0.63,86,52,71.9,62,30,50.8,1,0.1,0.641617746,0.520003767,45.47838117,8743.52098
524,25,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.455795758,0.403204844,31.08154655,4945.79443
298,12.5,0.25,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.53513718,0.442865602,37.45346655,6731.61844
522,25,0.5,0.25,0.5,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.613333283,0.502418156,41.33629767,7713.4796
577,25,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.559215109,0.470373306,38.17659701,7267.28344
466,25,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.451103585,0.427430828,33.07391322,5755.70016
244,12.5,0.25,0.25,0.5,0.75,86,52,71.9,62,30,50.8,24,0.39,0.635017998,0.521691969,44.62396561,7675.96352
380,12.5,0.25,0.38,0.38,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.640742728,0.514873193,45.06919216,8413.65966
92,12.5,0.25,0.25,0.25,0.5,94.6,57.2,79,68.2,33,55.9,1,0.1,0.603524723,0.504233755,42.07457289,7428.83442
582,25,0.5,0.25,0.63,0.75,86,52,71.9,62,30,50.8,1,0.1,0.595052932,0.497978979,41.36494454,7423.46988
615,25,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.448841436,0.42726083,34.77712169,4700.57615
588,25,0.5,0.25,0.63,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.466297848,0.414753539,33.29902167,5330.63134
710,25,0.5,0.38,0.5,0.5,86,52,71.9,62,30,50.8,24,0.39,0.517993775,0.456752669,36.82816896,6771.67497
123,12.5,0.25,0.25,0.25,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.603524723,0.50146507,42.18519611,7858.68558
563,25,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.468832886,0.411271911,33.48611213,5150.94289
206,12.5,0.25,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.547743879,0.462547404,39.85898134,7215.40971
723,25,0.5,0.38,0.5,0.75,94.6,57.2,79,68.2,33,55.9,34,0.56,0.403310637,0.401091418,30.79374092,4336.10096
468,25,0.5,0.25,0.38,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.46082121,0.431122059,34.77712169,5128.16351
363,12.5,0.25,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.621376432,0.513171554,43.43220995,8157.23694
588,25,0.5,0.25,0.5,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.509933842,0.445497348,35.18441169,6443.2569
546,25,0.5,0.25,0.5,0.75,86,52,71.9,62,30,50.8,24,0.39,0.5143032,0.453001484,36.46634183,6772.93347
590,25,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.408487848,0.389908358,30.60468328,4356.94587
133,12.5,0.25,0.25,0.38,0.25,86,52,71.9,62,30,50.8,34,0.56,0.394441163,0.402855862,31.85521692,4068.35066
134,12.5,0.25,0.25,0.38,0.63,86,52,71.9,62,30,50.8,16,0.26,0.509933842,0.451012573,36.49496278,6132.41738
52,25,0.25,0.25,0.25,0.25,86,52,71.9,62,30,50.8,34,0.56,0.378917495,0.399556226,30.12737627,4334.84122
316,12.5,0.25,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.498952193,0.443754909,35.55891105,6020.87569
302,12.5,0.25,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.551264467,0.45968428,38.8469565,6958.17479
291,12.5,0.25,0.25,0.63,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.572046486,0.485989695,39.81661146,7028.6735
279,12.5,0.25,0.25,0.63,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.576469662,0.488638858,40.65549833,7483.73632
556,25,0.5,0.25,0.63,0.63,86,52,71.9,62,30,50.8,16,0.26,0.556301788,0.475847288,38.3054111,6683.20061
306,12.5,0.25,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.566350244,0.451546571,36.04045222,6830.96605
714,25,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.551891558,0.47767525,39.98873363,7080.04004
204,12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.470593127,0.437265704,33.60534043,5892.161
573,25,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.578889093,0.484307576,39.23966787,7267.28344
0,25,0.25,0.25,0.25,0.75,86,52,71.9,62,30,50.8,24,0.39,0.502979625,0.45230956,36.92483932,6574.18247
